SpcID	Growth_Form	Life_span_	Dispersal	Seed_size	Regeneration	plant_height	time_to_first_flower	distribution	fire-recruiters	Mycorrhizal_status
Peucedanum_tenuifolium	h	p	w	b	s	b	2	re	u	NA
Athanasia_chrithmifolia	o	p	w	NA	s	b	2	re	u	NA
Glia_prolifera	h	p	w	b	us	b	2	re	u	NA
Itasina_filifolia	b	p	NA	NA	us	NA	2	re	u	NA
Pentaschistis_spp	g	u	u	u	s	s	1	u	u	NA
Dischisma_spp	h	u	u	u	s	s	1	u	u	NA
Poaceae	g	u	u	u	u	s	1	u	u	NA
Poaceae01	g	u	u	u	u	s	1	u	u	NA
Poaceae02	g	u	u	u	u	s	1	u	u	NA
Epischoenus_spp	g	p	u	u	us	s	1	u	u	NA
Cyperaceae	g	u	u	u	us	s	2	u	u	NA
Cyperaceae01	g	u	u	u	us	s	2	u	u	NA
Cyperaceae1	g	u	u	u	us	s	2	u	u	NA
Cyperaceae2	g	u	u	u	us	s	2	u	u	NA
Cyperaceae3	g	u	u	u	us	s	2	u	u	NA
Cyperaceae4	g	u	u	u	us	s	2	u	u	NA
Unknown_sp1	u	u	u	u	u	u	u	u	u	NA
Unknown_spp	u	u	u	u	u	u	u	u	u	NA
Asteraceae	u	u	u	u	u	u	u	u	u	NA
Asteraceae1	u	u	u	u	u	u	u	u	u	NA
Campanulaceae	u	u	u	u	s	s	u	u	u	NA
Silene_spp	h	u	u	u	s	s	NA	u	u	NA
Rapistrum_rugosum	h	a	p	b	s	s	1	e	NA	NA
Erigeron_canadensis	h	a	w	s	s	s	1	e	NA	NA
Lactuca_seriola	h	a	w	s	s	s	1	e	NA	NA
Picris_echioides	h	a	w	s	s	s	1	e	NA	NA
Sonchus_asper	h	a	w	s	s	s	1	e	NA	NA
Sonchus_oleraceus	h	a	w	s	s	s	1	e	NA	NA
Sonchus_spp	h	a	w	s	s	s	1	e	NA	NA
Hypochoeris_radicata	h	p	w	s	s	s	1	e	NA	NA
Trifolium_campestre	h	p	v	NA	s	s	1	e	NA	NA
Oenothera_nocturna	h	b	NA	NA	s	s	1	e	NA	NA
Juncus_bufonius	g	a	p	s	NA	s	1	e	NA	NA
Hibiscus_trionum	h	a	p	b	s	s	2	e	NA	NA
Senecio_pterophorus	h	b	w	s	s	s	2	e	NA	NA
Leptospermum_laevigatum	t	p	w	s	s	b	2	e	NA	NA
Malvaceae_weed	h	a	u	u	s	b	2	e	NA	NA
Eucalyptus_spp	t	p	p	u	es	b	3	e	NA	NA
Eucalyptus_lehmanii	t	p	p	NA	es,_s_	b	3	e	NA	NA
Solanum_africanum	h	a	v	b	s	s	NA	e	NA	NA
Phytolacca_octandra	t	p	v	b	s	s	NA	e	NA	NA
Fumaria_muralis	h	a	p	s	s	s	NA	e	NA	NA
Solanum_spp	h	u	u	u	s	s	NA	e	NA	NA
Trifolium_angustifolia_var._angustifolia	h	NA	NA	NA	s	s	NA	e	NA	NA
Trifolium_angustifolium	h	NA	NA	NA	s	s	NA	e	NA	NA
Plantago_lanceolata	h	p	p	s	NA	s	NA	e	NA	NA
Epilobium_tetragonium_ssp._tetragonium	h	p	w	s	NA	s	NA	e	NA	NA
Epilobium_tetragonum	h	p	w	s	NA	s	NA	e	NA	NA
Pinus_pinaster	t	p	p	b	s	b	NA	e	NA	NA
Pinus_spp	t	p	p	b	s	b	NA	e	NA	NA
Solanum_mauritianum	t	p	v	b	s	b	NA	e	NA	NA
Scabiosa_africana	h	p	w	s	es	s	1	le	NA	NA
Osmitopsis_dentata	h	p	m	b	s	s	2	le	NA	NA
Muraltia_acipetala	e	p	m	s	s	s	NA	le	NA	NA
Tetraria_autumnalis	g	p	u	s	us	s	NA	le	NA	NA
Morella_humilis	o	p	p	b	es	s	1	o	NA	NA
Morella_serrata	o	p	p	b	es	s	1	o	NA	NA
Myrsine_africana	t	p	v	b	es	s	1	o	NA	NA
Olea_exasperata	t	p	v	b	es	s	1	o	NA	NA
Morella_spp	o	p	u	u	es	s	1	o	NA	NA
Heliophila_linearis	h	p	p	b	s	s	1	o	NA	NA
Lobelia_anceps_	h	a	p	s	s	s	1	o	NA	NA
Stachys_aethiopica	h	a	p	s	s	s	1	o	NA	NA
Heliophila_elongata	h	p	p	s	s	s	1	o	NA	NA
Geranium_incanum	h	p	p	s	s	s	1	o	NA	NA
Lobelia_erinus	h	NA	p	s	s	s	1	o	NA	NA
Helichrysum_litorale_	h	a	w	s	s	s	1	o	NA	NA
Pseudognaphalium_undulatum	h	a	w	s	s	s	1	o	NA	NA
Vellereophytum_dealbatum	h	b	w	s	s	s	1	o	NA	NA
Helichrysum_cylindriflorum	h	p	w	s	s	s	1	o	NA	NA
Helichrysum_foetidum	h	p	w	s	s	s	1	o	NA	NA
Senecio_erosus	h	p	w	s	s	s	1	o	NA	NA
Scabiosa_columbaria	h	p	w	s	s	s	1	o	NA	NA
Pelargonium_grossularioides	b	NA	w	s	s	s	1	o	NA	NA
Monopsis_debilis_var_depressa	h	p	p	NA	s	s	1	o	NA	NA
Monopsis_simplex	h	NA	p	NA	s	s	1	o	NA	NA
Hibiscus_aethiopicus	b	p	p	b	us	s	1	o	NA	NA
Pelargonium_myrrhifolium	b	p	w	b	us	s	1	o	NA	NA
Drimia_elata	b	p	NA	b	us	s	1	o	NA	NA
Moraea_fugax	b	p	p	s	us	s	1	o	NA	NA
Moraea_tripetala	b	p	p	s	us	s	1	o	NA	NA
Schizaea_pectinata	g	p	p	s	us	s	1	o	NA	NA
Adenocline_pauciflora	h	p	u	s	us	s	1	o	NA	NA
Knowltonia_vesicatoria	b	p	w	s	us	s	1	o	NA	NA
Helichrysum_nudifolium	h	p	w	s	us	s	1	o	NA	NA
Histiopteris_incisa	o	p	w	s	us	s	1	o	NA	NA
Pteridium_aquilinum	o	p	w	s	us	s	1	o	NA	NA
Trachyandra_revoluta	b	p	p	NA	us	s	1	o	NA	NA
Wachendorfia_multiflora	b	p	w	NA	us	s	1	o	NA	NA
Moraea_virgata	b	p	NA	NA	us	s	1	o	NA	NA
Hemimeris_sabulosa	h	a	p	s	NA	s	1	o	NA	NA
Juncus_capensis	g	p	p	s	NA	s	1	o	NA	NA
Juncus_kraussii	g	p	p	s	NA	s	1	o	NA	NA
Juncus_lomatophyllus	g	p	p	s	NA	s	1	o	NA	NA
Hermannia_hyssopifolia	h	NA	p	s	NA	b	1	o	NA	NA
Caesia_contorta	b	p	m	b	us	NA	1	o	NA	NA
Osteospermum_polygaloides	h	p	m	b	s	s	2	o	NA	NA
Pharnaceum_elongatum	h	p	p	s	s	s	2	o	NA	NA
Stoebe_capitata	e	p	w	s	s	s	2	o	NA	NA
Felicia_fruticosa_ssp_fruticosa	h	p	w	s	s	s	2	o	NA	NA
Helichrysum_petiolare	h	p	w	s	s	s	2	o	NA	NA
Syncarpha_canescens	h	p	w	s	s	s	2	o	NA	NA
Kedrostis_nana	b	p	p	b	us	s	2	o	NA	NA
Linum_thunbergii	h	NA	p	s	NA	s	2	o	NA	NA
Olea_europaea_ssp._Africana	t	p	v	b	es	b	2	o	NA	NA
Tarchonanthus_camphoratus	t	p	w	s	es	b	2	o	NA	NA
Salvia_africana-lutea	o	p	p	b	p	b	2	o	NA	NA
Kiggelaria_africana	t	p	v	b	es	b	3	o	NA	NA
Rapanea_melanophloeos	t	p	v	b	es	b	3	o	NA	NA
Euphorbia_erythrina	h	p	p	b	es	s	NA	o	NA	NA
Gnidia_pinifolia	h	p	p	s	es	s	NA	o	NA	NA
Ficinia_brevifolia	g	p	u	s	es	s	NA	o	NA	NA
Ficinia_deusta	g	p	u	s	es	s	NA	o	NA	NA
Ficinia_ramosissima	g	p	u	s	es	s	NA	o	NA	NA
Senecio_pinifolius	e	b	w	s	es	s	NA	o	NA	NA
Ficinia_bulbosa	g	p	u	u	es	s	NA	o	NA	NA
Ficinia_capitella	g	p	u	u	es	s	NA	o	NA	NA
Hebenstretia_cordata	h	a	p	b	s	s	NA	o	NA	NA
Zaluzianskya_capensis	h	a	p	b	s	s	NA	o	NA	NA
Erica_pluckenetii	e	p	p	s	s	s	NA	o	NA	NA
Wahlenbergia_tenella	h	p	p	s	s	s	NA	o	NA	NA
Drosera_aliciae	h	p	p	s	s	s	NA	o	NA	NA
Drosera_cistiflora	h	p	p	s	s	s	NA	o	NA	NA
Drosera_trinervia	h	p	p	s	s	s	NA	o	NA	NA
Gnidia_imbricata	h	p	p	s	s	s	NA	o	NA	NA
Gnidia_oppisitifolia	h	p	p	s	s	s	NA	o	NA	NA
Gnidia_spp	h	p	p	s	s	s	NA	o	NA	NA
Isolepis_marginata	g	a	u	s	s	s	NA	o	NA	NA
Ficinia_angustifolia	g	p	u	s	s	s	NA	o	NA	NA
Ficinia_nigrescens	g	p	u	s	s	s	NA	o	NA	NA
Solanum_nigrum	h	a	v	s	s	s	NA	o	NA	NA
Solanum_retroflexum	h	a	v	s	s	s	NA	o	NA	NA
Senecio_pinnulatus	e	a	w	s	s	s	NA	o	NA	NA
Senecio_purpureus	h	a	w	s	s	s	NA	o	NA	NA
Senecio_hastatus	h	p	w	s	s	s	NA	o	NA	NA
Senecio_scapiflorus	h	p	w	s	s	s	NA	o	NA	NA
Struthiola_argentea	h	p	NA	s	s	s	NA	o	NA	NA
Struthiola_ciliata	h	p	NA	s	s	s	NA	o	NA	NA
Sutera_spp	h	a	u	u	s	s	NA	o	NA	NA
Zaluzianskya_spp	h	a	u	u	s	s	NA	o	NA	NA
Struthiola_spp	h	p	u	u	s	s	NA	o	NA	NA
Wahlenbergia_tenella_var._tenella	h	p	p	NA	s	s	NA	o	NA	NA
Pelargonium_peltatum_	h	p	w	NA	s	s	NA	o	NA	NA
Pycreus_polystachyos	g	p	u	u	u	s	NA	o	NA	NA
Euphorbia_silenifolia	b	p	p	b	us	s	NA	o	NA	NA
Euphorbia_tuberosa	b	p	p	b	us	s	NA	o	NA	NA
Tetraria_ustulata	g	p	u	b	us	s	NA	o	NA	NA
Ficinia_stolonifera	g	p	u	s	us	s	NA	o	NA	NA
Isolepis_ludwigii_	g	p	u	s	us	s	NA	o	NA	NA
Mariscus_congestus_	g	p	u	s	us	s	NA	o	NA	NA
Tetraria_cuspidata	g	p	u	s	us	s	NA	o	NA	NA
Thamnochortus_fruticosus	g	p	w	s	us	s	NA	o	NA	NA
Ficinia_indica	g	p	u	u	us	s	NA	o	NA	NA
Scirpoides_thunbergii	g	p	u	u	us	s	NA	o	NA	NA
Satyrium_bicorne	b	p	NA	NA	us	s	NA	o	NA	NA
Lycium_ferocissimum	t	a	p	b	NA	s	NA	o	NA	NA
Teedia_lucida	h	NA	v	b	NA	s	NA	o	NA	NA
Holothrix_villosa	b	p	p	s	NA	s	NA	o	NA	NA
Plantago_remota	h	p	p	s	NA	s	NA	o	NA	NA
Senecio_rosmarinifolius	h	p	w	s	NA	s	NA	o	NA	NA
Limonium_scabrum	h	p	w	s	NA	s	NA	o	NA	NA
Indigofera_spp	h	u	p	u	NA	s	NA	o	NA	NA
Microdon_dubius	h	NA	NA	NA	NA	s	NA	o	NA	NA
Euclea_racemosa	t	p	p	b	es	b	NA	o	NA	NA
Polygala_myrtifolia	t	p	m	b	s	b	NA	o	NA	NA
Passerina_rigida	e	p	p	s	s	b	NA	o	NA	NA
Typha_capensis	o	p	NA	NA	NA	b	NA	o	NA	NA
Todea_barbara	o	a	NA	NA	NA	NA	NA	o	NA	NA
Hermannia_spp	h	u	p	s	NA	s	1	o	NA	NA
Hermas_villosa	o	p	w	b	es	s	1	re	NA	NA
Lobelia_pinifolia	h	p	p	s	es	s	1	re	NA	NA
Ficinia_oligantha_(filiformis)	g	p	u	s	es	s	1	re	NA	NA
Senecio_bipinnatus	h	p	w	s	es	s	1	re	NA	NA
Treichelia_longibracteata	h	p	p	b	s	s	1	re	NA	NA
Heliophila_scoparia	h	NA	p	b	s	s	1	re	NA	NA
Pelargonium_tabulare	h	a	w	b	s	s	1	re	NA	NA
Ursinia_paleacea	h	b	w	b	s	s	1	re	NA	NA
Lobelia_comosa	h	a	p	s	s	s	1	re	NA	NA
Lobelia_eckloniana	h	b	p	s	s	s	1	re	NA	NA
Lobelia_setacea	h	b	p	s	s	s	1	re	NA	NA
Lobelia_pubescens	h	p	p	s	s	s	1	re	NA	NA
Stachys_arvensis	h	p	p	s	s	s	1	re	NA	NA
Ficinia_acuminata	g	p	u	s	s	s	1	re	NA	NA
Gazania_pectinata	h	a	w	s	s	s	1	re	NA	NA
Helipterum_speciosissima	h	a	w	s	s	s	1	re	NA	NA
Senecio_umbellatus	h	b	w	s	s	s	1	re	NA	NA
Ursinia_dentata	h	b	w	s	s	s	1	re	NA	NA
Zyrphelis_taxifolia	h	b	w	s	s	s	1	re	NA	NA
Pteronia_hirsuta	e	p	w	s	s	s	1	re	NA	NA
Helichrysum_capense	h	p	w	s	s	s	1	re	NA	NA
Helichrysum_crispum	h	p	w	s	s	s	1	re	NA	NA
Helichrysum_grandiflorum	h	p	w	s	s	s	1	re	NA	NA
Monopsis_lutea	h	b	p	NA	s	s	1	re	NA	NA
Lachenalia_fistulosa	b	p	m	b	us	s	1	re	NA	NA
Lachenalia_orchioides	b	p	m	b	us	s	1	re	NA	NA
Trachyandra_hirsutiflora	b	p	p	b	us	s	1	re	NA	NA
Wachendorfia_paniculata	b	p	w	b	us	s	1	re	NA	NA
Tritoniopsis_antholyza	b	p	w	b	us	s	1	re	NA	NA
Tritoniopsis_dodii_	b	p	w	b	us	s	1	re	NA	NA
Tritoniopsis_parviflora	b	p	w	b	us	s	1	re	NA	NA
Tritoniopsis_spp	b	p	w	b	us	s	1	re	NA	NA
Tritoniopsis_triticea	b	p	w	b	us	s	1	re	NA	NA
Tritoniopsis_unguicularis	b	p	w	b	us	s	1	re	NA	NA
Watsonia_borbonica	b	p	w	b	us	s	1	re	NA	NA
Watsonia_spp	b	p	w	b	us	s	1	re	NA	NA
Watsonia_tabularis	b	p	w	b	us	s	1	re	NA	NA
Gladiolus_carneus	b	p	NA	b	us	s	1	re	NA	NA
Micranthus_junceus	b	a	p	s	us	s	1	re	NA	NA
Trachyandra_hirsuta	b	p	p	s	us	s	1	re	NA	NA
Trachyandra_sabulosa	b	p	p	s	us	s	1	re	NA	NA
Trachyandra_scabra	b	p	p	s	us	s	1	re	NA	NA
Lapeirousia_corymbosa	b	p	p	s	us	s	1	re	NA	NA
Micranthus_alopecuroides	b	p	p	s	us	s	1	re	NA	NA
Moraea_bituminosa	b	p	p	s	us	s	1	re	NA	NA
Epischoenus_gracilis	g	p	u	s	us	s	1	re	NA	NA
Epischoenus_villosus	g	p	u	s	us	s	1	re	NA	NA
Annesorhiza_grandiflora	b	p	w	s	us	s	1	re	NA	NA
Thereianthus_bracteolatus	b	p	w	s	us	s	1	re	NA	NA
Knowltonia_capensis	b	p	w	s	us	s	1	re	NA	NA
Argyrolobium_filiforme	e	p	p	u	us	s	1	re	NA	NA
Pelargonium_pinnatum	h	p	w	NA	us	s	1	re	NA	NA
Spiloxene_capensis	b	p	NA	NA	us	s	1	re	NA	NA
Hermannia_procumbens	h	NA	p	s	NA	s	1	re	NA	NA
Hermannia_rudis_	h	NA	p	s	NA	s	1	re	NA	NA
Pelargonium_chamaedryfolium	h	a	w	NA	NA	s	1	re	NA	NA
Pelargonium_undulatum	h	NA	w	NA	NA	s	1	re	NA	NA
Othonna_arborescens	h	p	w	b	es	s	2	re	NA	NA
Lobostemon_spp	o	p	u	u	es	s	2	re	NA	NA
Osmitopsis_asteriscoides	h	p	w	b	s	s	2	re	NA	NA
Othonna_coronopifolia	h	p	w	b	s	s	2	re	NA	NA
Roella_decurrens	h	b	p	s	s	s	2	re	NA	NA
Roella_triflora	h	b	p	s	s	s	2	re	NA	NA
Lampranthus_aureus	h	p	p	s	s	s	2	re	NA	NA
Lampranthus_bicolor	h	p	p	s	s	s	2	re	NA	NA
Lampranthus_elegans	h	p	p	s	s	s	2	re	NA	NA
Lampranthus_emarginatus	h	p	p	s	s	s	2	re	NA	NA
Senecio_pubigeris	h	b	w	s	s	s	2	re	NA	NA
Senecio_rigidus	h	b	w	s	s	s	2	re	NA	NA
Edmondia_sesamoides	e	p	w	s	s	s	2	re	NA	NA
Elytropappus_scaber	e	p	w	s	s	s	2	re	NA	NA
Metalasia_cephalotes	e	p	w	s	s	s	2	re	NA	NA
Senecio_triqueter	e	p	w	s	s	s	2	re	NA	NA
Stoebe_cinerea	e	p	w	s	s	s	2	re	NA	NA
Stoebe_fusca	e	p	w	s	s	s	2	re	NA	NA
Helichrysum_patulum	h	p	w	s	s	s	2	re	NA	NA
Helichrysum_rotundifolium	h	p	w	s	s	s	2	re	NA	NA
Oedera_capensis	h	p	w	s	s	s	2	re	NA	NA
Othonna_quinquidentata	h	p	w	s	s	s	2	re	NA	NA
Senecio_halimifolius	h	p	w	s	s	s	2	re	NA	NA
Senecio_subcanescens	h	p	w	s	s	s	2	re	NA	NA
Syncarpha_gnaphaloides	h	p	w	s	s	s	2	re	NA	NA
Syncarpha_speciosissima	h	p	w	s	s	s	2	re	NA	NA
Syncarpha_vestita	h	p	w	s	s	s	2	re	NA	NA
Roella_amplexicaulis	h	b	p	NA	s	s	2	re	NA	NA
Roella_compacta	h	b	p	NA	s	s	2	re	NA	NA
Pelargonium_betulinum	h	p	w	NA	s	s	2	re	NA	NA
Tetraria_thermalis	g	p	p	b	us	s	2	re	NA	NA
Linum_africanum	h	NA	p	s	NA	s	2	re	NA	NA
Linum_sp	h	NA	p	s	NA	s	2	re	NA	NA
Pelargonium_cucullatum	h	p	w	b	es	b	2	re	NA	NA
Euryops_abrotanifolius	h	p	m	s	s	s	3	re	NA	NA
Pseudoselago_spuria	h	NA	p	s	a	s	NA	re	NA	NA
Pseudoselago_serrata	h	p	p	s	b	s	NA	re	NA	NA
Phylica_imberbis	e	p	m	b	es	s	NA	re	NA	NA
Trichocephalus_stipularis	e	p	m	b	es	s	NA	re	NA	NA
Stilbe_vestita	e	p	m	b	es	s	NA	re	NA	NA
Penaea_mucronata	h	p	m	b	es	s	NA	re	NA	NA
Saltera_sarcocolla	h	p	m	b	es	s	NA	re	NA	NA
Lachnaea_grandiflora	h	p	m	b	es	s	NA	re	NA	NA
Euphorbia_foliosa	h	p	p	b	es	s	NA	re	NA	NA
Euphorbia_genistoides	h	p	p	b	es	s	NA	re	NA	NA
Staberoha_banksii	g	p	p	s	es	s	NA	re	NA	NA
Gnidia_tomentosa	h	p	p	s	es	s	NA	re	NA	NA
Ficinia_secunda	g	p	u	s	es	s	NA	re	NA	NA
Ficinia_tenuifolia	g	p	u	s	es	s	NA	re	NA	NA
Polygala_bracteolata	h	p	m	b	s	s	NA	re	NA	NA
Zygophyllum_spp	h	p	m	b	s	s	NA	re	NA	NA
Gnidia_simplex	h	p	p	b	s	s	NA	re	NA	NA
Polygala_lehmanniana	h	p	m	s	s	s	NA	re	NA	NA
Polygala_recognita	h	p	m	s	s	s	NA	re	NA	NA
Isolepis_leucoloma	g	a	p	s	s	s	NA	re	NA	NA
Ischyrolepis_tenuissima	g	a	p	s	s	s	NA	re	NA	NA
Wahlenbergia_cernua	h	a	p	s	s	s	NA	re	NA	NA
Wahlenbergia_longifolia	h	a	p	s	s	s	NA	re	NA	NA
Hebenstretia_fastigiosa	h	a	p	s	s	s	NA	re	NA	NA
Zaluzianskya_villosa	h	a	p	s	s	s	NA	re	NA	NA
Erica_viscaria	e	p	p	s	s	s	NA	re	NA	NA
Phylica_parviflora_	e	p	p	s	s	s	NA	re	NA	NA
Platycaulos_compressus	g	p	p	s	s	s	NA	re	NA	NA
Drosera_capensis	h	p	p	s	s	s	NA	re	NA	NA
Gnidia_humilis	h	p	p	s	s	s	NA	re	NA	NA
Gnidia_juniperifolia	h	p	p	s	s	s	NA	re	NA	NA
Gnidia_parviflora	h	p	p	s	s	s	NA	re	NA	NA
Wahlenbergia_parvifolia	h	NA	p	s	s	s	NA	re	NA	NA
Sutera_hispida	h	a	u	s	s	s	NA	re	NA	NA
Nemesia_lucida	h	a	w	s	s	s	NA	re	NA	NA
Struthiola_dodecandra	h	p	NA	s	s	s	NA	re	NA	NA
Polygala_umbellata	h	a	m	NA	s	s	NA	re	NA	NA
Wahlenbergia_exilis	h	NA	p	NA	s	s	NA	re	NA	NA
Wahlenbergia_obovata	h	NA	p	NA	s	s	NA	re	NA	NA
Lachenalia_spp	b	p	m	b	us	s	NA	re	NA	NA
Hypodiscus_albo-aristatus	g	p	m	b	us	s	NA	re	NA	NA
Willdenowia_spp	g	p	m	b	us	s	NA	re	NA	NA
Tetraria_eximia	g	p	u	b	us	s	NA	re	NA	NA
Elegia_filacea	g	p	p	s	us	s	NA	re	NA	NA
Elegia_juncea	g	p	p	s	us	s	NA	re	NA	NA
Elegia_racemosa	g	p	p	s	us	s	NA	re	NA	NA
Elegia_stipularis	g	p	p	s	us	s	NA	re	NA	NA
Ischyrolepis_capensis	g	p	p	s	us	s	NA	re	NA	NA
Ischyrolepis_eleocharis	g	p	p	s	us	s	NA	re	NA	NA
Ischyrolepis_gaudichaudiana	g	p	p	s	us	s	NA	re	NA	NA
Ficinia_dunensis_	g	p	u	s	us	s	NA	re	NA	NA
Tetraria_bromoides	g	p	u	s	us	s	NA	re	NA	NA
Tetraria_compar	g	p	u	s	us	s	NA	re	NA	NA
Tetraria_fasciata	g	p	u	s	us	s	NA	re	NA	NA
Tetraria_flexuosa	g	p	u	s	us	s	NA	re	NA	NA
Tetraria_sylvatica	g	p	u	s	us	s	NA	re	NA	NA
Thamnochortus_arenarius	g	p	w	s	us	s	NA	re	NA	NA
Thamnochortus_erectus	g	p	w	s	us	s	NA	re	NA	NA
Thamnochortus_lucens	g	p	w	s	us	s	NA	re	NA	NA
Tetraria_spp	g	p	u	u	us	s	NA	re	NA	NA
Satyrium_carneum	b	p	NA	NA	us	s	NA	re	NA	NA
Muraltia_brachypetala	e	p	m	s	NA	s	NA	re	NA	NA
Muraltia_demissa	e	p	m	s	NA	s	NA	re	NA	NA
Muraltia_heisteria	e	p	m	s	NA	s	NA	re	NA	NA
Selago_corymbosa	h	b	p	s	NA	s	NA	re	NA	NA
Platycaulos_major	g	p	p	s	NA	s	NA	re	NA	NA
Manulea_cheiranthus	h	p	p	s	NA	s	NA	re	NA	NA
Pseudoselago_peninsulae	h	p	p	s	NA	s	NA	re	NA	NA
Indigofera_sarmentosa	h	NA	p	s	NA	s	NA	re	NA	NA
Selago_spp	h	b	u	u	NA	s	NA	re	NA	NA
Struthiola_oppositifolia	h	p	NA	NA	NA	s	NA	re	NA	NA
Phylica_buxifolia	o	p	m	b	s	b	NA	re	NA	NA
Prismatocarpus_fruticosus	h	p	p	s	s	NA	NA	re	NA	NA
Prismatocarpus_lycopodioides_var._lycopodioides	h	p	p	s	s	NA	NA	re	NA	NA
Prismatocarpus_sessilis	h	p	p	s	s	NA	NA	re	NA	NA
Ursinia_spp	h	b	w	b	s	s	1	u	NA	NA
Helichrysum_sp1	h	u	w	s	s	s	1	u	NA	NA
Helichrysum_spp	h	u	w	s	s	s	1	u	NA	NA
Heliophila_spp	h	u	p	u	s	s	1	u	NA	NA
Lobelia_sp2	h	u	p	u	s	s	1	u	NA	NA
Lobelia_spp	h	u	p	u	s	s	1	u	NA	NA
Gazania_spp	h	a	w	u	s	s	1	u	NA	NA
Trachyandra_spp	b	p	p	u	us	s	1	u	NA	NA
Drimia_spp	b	p	u	u	us	s	1	u	NA	NA
Ferraria_spp	b	p	u	u	us	s	1	u	NA	NA
Gladiolus_spp	b	p	u	u	us	s	1	u	NA	NA
Iridaceae	b	p	u	u	us	s	1	u	NA	NA
Iridaceae01	b	p	u	u	us	s	1	u	NA	NA
Moraea_bigfruit	b	p	u	u	us	s	1	u	NA	NA
Moraea_medium	b	p	u	u	us	s	1	u	NA	NA
Moraea_small	b	p	u	u	us	s	1	u	NA	NA
Moraea_spp	b	p	u	u	us	s	1	u	NA	NA
Morea_tall	b	p	u	u	us	s	1	u	NA	NA
Romulea_spp	b	p	u	u	us	s	1	u	NA	NA
Wachendorfia_spp	b	p	w	u	us	s	1	u	NA	NA
Gerbera_spp	h	p	w	u	us	s	1	u	NA	NA
Ornithogalum_spp	b	p	NA	u	us	s	1	u	NA	NA
Spiloxene_spp	b	p	NA	u	us	s	1	u	NA	NA
Lobostemon_montanus	o	p	p	b	es	s	2	u	NA	NA
Lampranthus_spp	h	u	p	s	s	s	2	u	NA	NA
Stoebe_spp	e	p	w	s	s	s	2	u	NA	NA
Roella_sp1	h	b	p	u	s	s	2	u	NA	NA
Roella_spp	h	b	p	u	s	s	2	u	NA	NA
Mesemb_sp1	h	u	p	u	s	s	u	u	NA	NA
Mesemb_sp2	h	u	p	u	s	s	u	u	NA	NA
Mesemb_sp3	h	u	p	u	s	s	u	u	NA	NA
Mesemb_sp4	h	u	p	u	s	s	u	u	NA	NA
Mesemb_sp5	h	u	p	u	s	s	u	u	NA	NA
Mesemb_spp	h	u	p	u	s	s	u	u	NA	NA
Othonna_spp	h	p	u	u	s	s	u	u	NA	NA
Pelargonium_sp2	h	u	w	u	NA	s	u	u	NA	NA
Pelargonium_spp	h	u	w	u	NA	s	u	u	NA	NA
Phylica_spp	e	p	m	b	s	s	NA	u	NA	NA
Erica_sp1	e	p	p	s	s	s	NA	u	NA	NA
Erica_sp3	e	p	p	s	s	s	NA	u	NA	NA
Erica_sp4	e	p	p	s	s	s	NA	u	NA	NA
Erica_sp5	e	p	p	s	s	s	NA	u	NA	NA
Erica_sp6	e	p	p	s	s	s	NA	u	NA	NA
Erica_sp7	e	p	p	s	s	s	NA	u	NA	NA
Erica_sp8	e	p	p	s	s	s	NA	u	NA	NA
Erica_sp9	e	p	p	s	s	s	NA	u	NA	NA
Erica_spp	e	p	p	s	s	s	NA	u	NA	NA
Erica_sp2	NA	p	p	s	s	s	NA	u	NA	NA
Senecio_spp	h	u	w	s	s	s	NA	u	NA	NA
Polygala_spp	h	p	m	u	s	s	NA	u	NA	NA
Ericoid	e	p	p	u	s	s	NA	u	NA	NA
Hebenstreitia_spp	h	a	u	u	s	s	NA	u	NA	NA
Nemesia_large	h	a	u	u	s	s	NA	u	NA	NA
Nemesia_sp2	h	a	u	u	s	s	NA	u	NA	NA
Nemesia_spp	h	a	u	u	s	s	NA	u	NA	NA
Wahlenbergia_spp	h	NA	p	NA	s	s	NA	u	NA	NA
Muraltia_sp1	e	p	m	u	u	s	NA	u	NA	NA
Muraltia_spp	e	p	m	u	u	s	NA	u	NA	NA
Euphorbia_spp	h	p	p	u	u	s	NA	u	NA	NA
Fabaceae	u	u	p	u	u	s	NA	u	NA	NA
Ficinia_sp1	g	u	u	u	u	s	NA	u	NA	NA
Ficinia_sp2	g	u	u	u	u	s	NA	u	NA	NA
Ficinia_spp	g	u	u	u	u	s	NA	u	NA	NA
Elegia_spp	g	p	p	s	us	s	NA	u	NA	NA
Ischyrolepis_spp	g	p	p	s	us	s	NA	u	NA	NA
Thamnochortus_spp	g	p	w	s	us	s	NA	u	NA	NA
Oxalis_spp	h	a	u	u	us	s	NA	u	NA	NA
Orchidaceae_	b	p	u	u	us	s	NA	u	NA	NA
Satyrium_spp	b	p	u	u	us	s	NA	u	NA	NA
Holothrix_spp	b	p	u	u	NA	s	NA	u	NA	NA
Microdon_spp	h	u	u	u	NA	s	NA	u	NA	NA
Samolus_spp	h	NA	u	u	NA	s	NA	u	NA	NA
Passerina_spp	e	p	u	u	s	b	NA	u	NA	NA
Pseudognaphalium_luteo-album	h	a	w	s	s	s	1	NA	NA	NA
Moraea_ramosissima	b	p	p	s	us	s	1	NA	NA	NA
Pelargonium_quercifolium	h	NA	w	b	NA	s	1	NA	NA	NA
Stoebe_vestita	e	p	w	s	s	s	2	NA	NA	NA
