SpcID	Growth_Form	Life_span_	Dispersal	Seed_size	Regeneration	plant_height	time_to_first_flower	distribution	fire.recruiters	Mycorrhizal_status	Alien
Ficinia_trichodes	g	p	u	s	s	s	2	o	fsg	NA	NA
Ficinia_tristachya	g	p	u	s	s	s	2	o	fsg	NA	NA
Ficinia_zeyheri	g	p	u	s	s	s	2	re	fsg	NA	NA
Fumaria_muralis	h	a	p	s	s	s	2	e	u	NA	1
Gahnia_aspera	g	p	u	s	us	s	NA	o	NA	NA	NA
Galium_tomentosum	h	p	p	s	s	s	2	o	u	ABS	NA
Gazania_krebsiana	h	p	w	s	us	s	1	o	u	NA	NA
Gazania_pectinata	h	a	w	s	s	s	1	re	u	NA	NA
Gazania_sp1	h	a	w	u	s	s	1	u	u	NA	NA
Geissorhiza_aspera	b	p	p	s	us	s	1	re	u	VAM	NA
Geochloa_rufa	g	p	w	s	us	s	1	re	fsf,fsg	NA	NA
Geranium_incanum	h	p	p	s	s	s	1	o	u	NA	NA
Gerbera_crocea	h	p	w	s	us	s	1	re	fsf	NA	NA
Gerbera_linnaei	h	p	w	b	us	s	1	re	fsf	NA	NA
Gerbera_sp2	h	p	w	u	us	s	1	u	fsf	NA	NA
Gladiolus_brevifolius	b	p	w	b	us	s	1	re	u	NA	NA
Gladiolus_carneus	b	p	w	b	us	s	1	re	u	NA	NA
Gladiolus_debilis	b	p	w	b	us	s	1	re	u	NA	NA
Gladiolus_sp3	b	p	w	b	us	s	1	u	u	NA	NA
Gladiolus_undulatus	b	p	w	b	us	s	1	re	u	NA	NA
Gleichenia_polypodioides	o	p	w	s	s	s	3	o	u	NA	NA
Glia_prolifera	h	p	w	b	us	b	2	re	u	NA	NA
Gnidia_humilis	h	p	p	s	s	s	2	re	fsg	NA	NA
Gnidia_imbricata	h	p	p	s	s	s	2	o	fsg	NA	NA
Gnidia_juniperifolia	h	p	p	s	s	s	2	re	fsg	NA	NA
Gnidia_oppositifolia	h	p	p	s	s	b	2	re	fsg	NA	NA
Gnidia_parviflora	h	p	p	s	s	s	2	re	fsg	NA	NA
Gnidia_pinifolia	e	p	p	s	es	s	1	o	fsg	NA	NA
Gnidia_simplex	h	p	p	b	s	s	2	re	fsg	NA	NA
Gnidia_sp2	h	p	p	s	s	s	2	o	fsg	NA	NA
Gnidia_tenella	o	p	p	s	s	b	2	re	fsg	NA	NA
Gnidia_tomentosa	h	p	p	s	es	s	1	re	fsg	NA	NA
Gomphocarpus_cancellatus	o	p	w	b	es	s	2	o	u	NA	NA
Gymnosporia_buxifolia	t	p	v	b	es	b	2	o	u	NA	NA
Haemanthus_coccineus	b	p	v	s	us	s	1	o	fsf	NA	NA
Hakea_drupacea	t	p	w	b	s	b	3	e	fss	NA	1
Hakea_gibbosa	t	p	w	b	s	b	3	e	fss	NA	1
Hakea_sericea	t	p	w	b	s	b	3	e	fss	ABS	1
Hakea_suaveolens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Halleria_lucida	t	p	v	b	es	b	2	o	n	NA	NA
Haplocarpha_lanata	h	p	w	b	us	s	1	re	fsg	NA	NA
Hebenstretia_cordata	h	a	p	b	s	s	1	o	fsg	NA	NA
Hebenstretia_dentata	h	a	p	b	s	s	1	o	fsg	ABS	NA
Hebenstretia_fastigiosa	h	a	p	s	s	s	1	re	fsg	NA	NA
Hebenstretia_repens	h	a	p	s	s	s	1	re	fsg	VAM	NA
Hebenstretia_sp1	h	a	u	u	s	s	1	u	fsg	NA	NA
Helichrysum_capense	h	p	w	s	s	s	1	re	u	NA	NA
Helichrysum_crispum	h	p	w	s	s	s	1	re	u	NA	NA
Helichrysum_cylindriflorum	h	p	w	s	s	s	1	o	u	NA	NA
Helichrysum_cymosum	h	p	w	s	s	s	1	o	u	VAM	NA
Helichrysum_dasyanthum	h	p	w	s	s	b	2	re	u	NA	NA
Helichrysum_foetidum	h	p	w	s	s	s	1	o	u	NA	NA
Helichrysum_grandiflorum	h	p	w	s	s	s	1	re	u	NA	NA
Helichrysum_indicum	h	a	w	s	s	s	1	re	u	VAM	1
Helichrysum_litorale	h	a	w	s	s	s	1	o	u	NA	NA
Helichrysum_niveum	h	p	w	s	s	s	2	re	u	NA	NA
Helichrysum_nudifolium	h	p	w	s	us	s	1	o	u	NA	NA
Helichrysum_pandurifolium	h	p	w	s	s	s	2	re	u	NA	NA
Helichrysum_patulum	h	p	w	s	s	s	2	re	u	NA	NA
Helichrysum_petiolare	h	p	w	s	s	s	2	o	u	NA	NA
Helichrysum_rotundifolium	h	p	w	s	s	s	2	re	u	NA	NA
Helichrysum_sp2	h	u	w	s	s	s	1	u	u	NA	NA
Helichrysum_sp3	h	u	w	s	s	s	1	u	u	NA	NA
Helichrysum_tinctum	h	p	w	s	s	s	2	re	u	NA	NA
Heliophila_africana	h	p	p	s	s	s	2	re	u	NA	NA
Heliophila_elongata	h	p	p	s	s	s	1	o	u	NA	NA
Heliophila_linearis	h	p	p	b	s	s	1	o	u	NA	NA
Heliophila_scoparia	h	p	p	b	es	s	1	re	u	NA	NA
Heliophila_sp2	h	u	p	u	s	s	1	u	u	NA	NA
Helipterum_speciosissimum	h	a	w	s	s	s	1	re	fsg	NA	NA
Hellmuthia_membranacea	g	p	p	b	s	s	2	re	fsg	NA	NA
Helminthotheca_echioides	h	a	w	s	s	s	1	e	NA	NA	NA
Hemimeris_sabulosa	h	a	p	s	s	s	1	o	fsg	NA	NA
Hermannia_flammea	h	p	p	s	s	s	2	o	fsg	NA	NA
Hermannia_flammula	h	p	p	s	s	s	2	re	fsg	NA	NA
Hermannia_hyssopifolia	h	p	p	s	s	b	1	o	fsg	NA	NA
Hermannia_multiflora	h	p	p	s	s	s	1	re	fsg	VAM	NA
Hermannia_procumbens	h	p	p	s	s	s	1	re	fsg	NA	NA
Hermannia_rudis	h	p	p	s	s	s	1	re	fsg	NA	NA
Hermannia_sp2	h	u	p	s	s	s	1	o	fsg	NA	NA
Hermas_villosa	o	p	w	b	es	s	1	re	fsf,fsg	NA	NA
Hibiscus_aethiopicus	b	p	p	b	us	s	1	o	u	NA	NA
Hibiscus_trionum	h	a	p	b	s	s	2	e	n	NA	1
Hilliardiella_pinifolia	e	p	w	s	es	s	1	o	fsf,fsg	NA	NA
Histiopteris_incisa	o	p	w	s	us	s	1	o	u	NA	NA
Holothrix_sp1	b	p	u	u	us	s	1	u	u	NA	NA
Holothrix_villosa	b	p	p	s	us	s	1	o	u	NA	NA
Hyparrhenia_hirta	g	p	w	b	s	s	2	o	fsf,fsg	NA	NA
Hypericum_sp1	h	p	u	u	s	s	2	e	u	NA	NA
Hypochoeris_radicata	h	p	w	s	s	s	1	e	u	NA	1
Hypodiscus_albo.aristatus	g	p	m	b	us	s	1	re	fsg	NA	NA
Hypodiscus_aristatus	g	p	m	b	es	s	1	re	fsg	NA	NA
Hypodiscus_radiata	g	NA	NA	NA	NA	NA	NA	NA	fsg	NA	NA
Hypodiscus_striatus	g	p	m	b	es	s	1	re	fsg	NA	NA
Hypodiscus_willdenowia	g	p	m	b	es	s	1	re	fsg	NA	NA
Ifloga_ambigua	e	p	w	s	s	s	2	re	fsg	NA	NA
Ifloga_repens	e	p	w	s	s	s	2	re	fsg	NA	NA
Imperata_cylindrica	g	p	w	s	us	s	1	o	fsg	NA	NA
Indigofera_angustifolia	h	p	p	s	s	s	2	re	fsg	NA	NA
Indigofera_brachystachya	h	p	p	b	s	s	2	re	fsg	NA	NA
Indigofera_cytisoides	t	p	p	b	s	b	2	re	fsg	NA	NA
Indigofera_filicaulis	h	p	p	s	s	s	2	re	fsg	NA	NA
Indigofera_filifolia	t	p	p	b	s	s	2	re	fsg	NA	NA
Indigofera_filiformis	h	p	p	s	s	s	2	re	fsg	NA	NA
Indigofera_flabellata	h	p	p	b	s	s	2	re	fsg	NA	NA
Indigofera_glomerata	h	p	p	s	s	s	2	re	fsg	NA	NA
Indigofera_mauritanica	h	p	p	s	s	s	2	le	fsg	NA	NA
Indigofera_psoraloides	h	p	p	s	s	s	2	re	fsg	NA	NA
Indigofera_sarmentosa	h	p	p	s	s	s	2	re	fsg	NA	NA
Indigofera_sp4	h	u	p	u	s	s	2	o	fsg	NA	NA
Iridacea_sp2	b	p	u	u	us	s	1	u	fsg	NA	NA
Iridacea_sp3	b	p	u	u	us	s	1	u	fsg	NA	NA
Ischyrolepis_sp2	g	p	p	s	us	s	1	u	fsg	NA	NA
Isolepis_antarctica	g	a	p	s	s	s	1	o	u	NA	NA
Isolepis_leucoloma	g	a	p	s	s	s	1	re	u	NA	NA
Isolepis_ludwigii	g	p	u	s	us	s	1	o	u	NA	NA
Isolepis_marginata	g	a	u	s	s	s	1	o	u	NA	NA
Itasina_filifolia	b	p	p	s	us	s	1	re	fsf	NA	NA
Ixia_sp2	b	p	u	u	us	s	1	re	u	NA	NA
Jordaaniella_dubia	h	a	p	s	s	s	2	re	u	ABS	NA
Juncus_bufonius	g	a	p	s	s	s	1	e	u	NA	1
Juncus_capensis	g	p	p	s	s	s	2	o	u	NA	NA
Juncus_kraussii	g	p	p	s	es	s	1	o	u	NA	NA
Juncus_lomatophyllus	g	p	p	s	s	s	2	o	u	NA	NA
Kedrostis_nana	b	p	p	b	us	s	2	o	u	NA	NA
Kiggelaria_africana	t	p	v	b	es	b	3	o	n	NA	NA
Koeleria_capensis	g	p	p	s	s	s	1	o	fsf,fsg	NA	NA
Lachenalia_fistulosa	b	p	m	b	us	s	1	re	u	NA	NA
Lachenalia_orchioides	b	p	m	b	us	s	1	re	u	NA	NA
Lachenalia_sp4	b	p	m	b	us	s	1	re	u	NA	NA
Lactuca_serriola	h	a	w	s	s	s	1	e	n	NA	1
Lagurus_ovatus	g	p	w	s	s	s	1	e	u	NA	1
Lampranthus_aureus	h	p	p	s	s	s	2	re	fsg	NA	NA
Lampranthus_bicolor	h	p	p	s	s	s	2	re	fsg	NA	NA
Lampranthus_elegans	h	p	p	s	s	s	2	re	fsg	NA	NA
Lampranthus_emarginatus	h	p	p	s	s	s	2	re	fsg	NA	NA
Lampranthus_glomeratus	h	p	p	s	s	s	2	re	fsg	NA	NA
Lampranthus_sp4	h	u	p	s	s	s	2	u	fsg	NA	NA
Lanaria_lanata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lapeirousia_corymbosa	b	p	p	s	us	s	1	re	u	NA	NA
Lapeirousia_divaricata	b	p	p	s	us	s	1	re	u	NA	NA
Laurembergia_repens	h	p	u	s	s	s	1	o	fsg	NA	NA
Lavatera_arborea	h	a	u	u	s	b	2	e	n	NA	1
Lebeckia_cytisoides	t	p	p	b	s	b	2	re	fsg	NA	NA
Lebeckia_meyeriana	h	p	p	b	s	s	2	re	fsg	NA	NA
Lebeckia_wrightii	h	b	p	b	s	s	2	re	fsg	NA	NA
Leptospermum_laevigatum	t	p	w	s	s	b	2	e	n	NA	1
Lessertia_frutescens	h	p	w	b	s	s	2	o	fsg	NA	NA
Lessertia_miniata	h	b	p	b	s	s	2	re	fsg	NA	NA
Lessertia_sp1	h	p	p	u	s	s	2	o	fsg	NA	NA
Leucadendron_coniferum	t	p	w	b	s	b	3	re	fss	NA	NA
Leucadendron_laureolum	t	p	w	b	s	b	3	re	fss	ABS	NA
Leucadendron_salignum	t	p	w	b	es	s	1	o	fss	NA	NA
Leucadendron_sp1	t	p	w	u	u	s	3	u	fss	NA	NA
Leucadendron_xanthoconus	t	p	w	b	s	s	3	re	fss	NA	NA
Leucospermum_conocarpodendron	t	p	m	b	es	b	2	re	fsg	NA	NA
Leucospermum_sp1	t	p	m	u	s	s	2	u	fsg	NA	NA
Lichtensteinia_lacera	h	p	w	b	us	s	1	re	u	NA	NA
Limonium_scabrum	h	p	w	s	es	s	2	o	u	NA	NA
Linum_africanum	h	p	p	s	es	s	2	re	u	NA	NA
Linum_sp1	h	p	p	s	es	s	2	re	u	NA	NA
Linum_thunbergii	h	p	p	s	es	s	2	o	u	NA	NA
Liparia_parva	h	p	p	b	es	s	2	le	fsg	NA	NA
Liparia_sp1	h	p	p	u	es	s	2	re	fsg	NA	NA
Liparia_splendens	h	p	p	b	es	s	2	re	fsg	NA	NA
Lobelia_anceps	h	a	p	s	s	s	1	o	u	NA	NA
Lobelia_comosa	h	a	p	s	s	s	1	re	fsg	NA	NA
Lobelia_coronopifolia	h	a	p	s	s	s	1	re	fsg	VAM	NA
Lobelia_eckloniana	h	b	p	s	s	s	1	re	fsg	NA	NA
Lobelia_erinus	h	b	p	s	s	s	1	o	fsg	NA	NA
Lobelia_parva	NA	NA	NA	NA	NA	NA	NA	NA	fsg	NA	NA
Lobelia_pinifolia	h	p	p	s	es	s	1	re	fsg	NA	NA
Lobelia_pubescens	h	p	p	s	s	s	1	re	fsg	NA	NA
Lobelia_setacea	h	b	p	s	s	s	1	re	fsg	NA	NA
Lobelia_sp1	h	u	p	u	s	s	1	u	fsg	NA	NA
Lobelia_sp2	h	u	p	u	s	s	1	u	fsg	NA	NA
Lobostemon_fruticosus	o	p	p	b	es	s	2	o	fsg	VAM	NA
Lobostemon_montanus	o	p	p	b	es	s	2	u	fsg	NA	NA
Lobostemon_sp1	o	p	u	u	es	s	2	re	fsg	NA	NA
Lolium_multiflorum	h	a	p	s	s	s	1	e	u	NA	1
Lolium_perenne	g	a	p	s	s	s	1	e	u	NA	1
Lolium_sp1	g	a	u	u	s	s	1	e	u	NA	1
Lotononis_involucrata	h	p	p	b	es	s	1	re	fsg	NA	NA
Lycium_afrum	t	p	v	b	es	b	2	o	n	NA	NA
Lycium_ferocissimum	t	p	v	b	es	b	2	o	n	NA	NA
Lyperia_tristis	h	a	p	s	s	s	1	re	n	NA	NA
Lythrum_hyssopifolia	h	p	p	s	s	s	1	e	u	NA	NA
Macrostylis_villosa	e	p	m	b	es	s	2	re	fsg	NA	NA
Manulea_cheiranthus	h	a	p	s	s	s	1	re	u	NA	NA
Manulea_tomentosa	h	p	p	s	s	s	2	re	u	ABS	NA
Mastersiella_digitata	g	p	m	s	s	s	2	re	fsg	NA	NA
Maytenus_oleoides	t	p	v	b	es	b	2	o	u	NA	NA
Melilotus_indicus	h	a	p	s	s	s	1	e	u	NA	1
Melinis_repens	g	p	w	s	s	s	2	o	n	NA	NA
Mesemb_sp1	h	u	p	u	s	s	u	u	fsg	NA	NA
Mesemb_sp2	h	u	p	u	s	s	u	u	fsg	NA	NA
Mesemb_sp3	h	u	p	u	s	s	u	u	fsg	NA	NA
Mesemb_sp4	h	u	p	u	s	s	u	u	fsg	NA	NA
Mesemb_sp5	h	u	p	u	s	s	u	u	fsg	NA	NA
Mesemb_sp8	h	u	p	u	s	s	u	u	fsg	NA	NA
Metalasia_brevifolia	e	p	w	s	s	s	2	re	fsg	NA	NA
Metalasia_cephalotes	e	p	w	s	s	s	2	re	fsg	NA	NA
Metalasia_compacta	e	p	w	s	s	s	2	le	fsg	NA	NA
Metalasia_densa	e	p	w	s	s	b	2	re	fsg	NA	NA
Metalasia_divergens	e	p	w	s	s	b	2	le	fsg	NA	NA
Metalasia_muricata	e	p	w	s	s	b	2	o	fsg	ABS	NA
Metalasia_sp2	e	p	w	s	s	b	2	o	n	NA	NA
Micranthus_alopecuroides	b	p	p	s	us	s	1	re	u	NA	NA
Micranthus_junceus	b	a	p	s	us	s	1	re	u	NA	NA
Microcodon_glomeratum	h	a	p	s	s	s	1	re	u	NA	NA
Microcodon_glomeratus	h	NA	NA	NA	NA	s	NA	NA	NA	VAM	NA
Microcodon_sparsiflorus	h	a	p	s	s	s	1	re	u	NA	NA
Microdon_dubius	h	p	p	s	s	s	2	o	fsg	NA	NA
Microdon_sp1	h	u	u	u	s	s	2	u	fsg	NA	NA
Mimetes_fimbriifolius	t	p	m	b	es	b	2	le	fsg	NA	NA
Miscanthus_ecklonii	g	p	w	s	s	s	2	o	u	NA	NA
Mohria_caffrorum	o	p	w	s	es	s	1	o	u	NA	NA
Monopsis_debilis	h	p	p	s	s	s	1	o	u	NA	NA
Monopsis_lutea	h	b	p	s	s	s	1	re	u	NA	NA
Monopsis_simplex	h	p	p	s	s	s	1	o	u	NA	NA
Monopsis_sp1	h	p	p	u	s	s	1	o	u	NA	NA
Montinia_caryophyllacea	o	p	p	b	us	b	2	o	u	VAM	NA
Moraea_bituminosa	b	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Moraea_fugax	b	p	p	s	us	s	1	o	fsf,fsg	NA	NA
Moraea_hexaglottis	b	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Moraea_ramosissima	b	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Moraea_sp2	b	p	u	u	us	s	1	u	fsf,fsg	NA	NA
Moraea_sp3	b	p	u	u	us	s	1	u	fsf,fsg	NA	NA
Moraea_sp4	b	p	u	u	us	s	1	u	fsf,fsg	NA	NA
Moraea_sp5	b	p	u	u	us	s	1	u	fsf,fsg	NA	NA
Moraea_sp6	b	p	u	u	us	s	1	u	fsf,fsg	NA	NA
Moraea_tripetala	b	p	p	s	us	s	1	o	fsf,fsg	NA	NA
Moraea_virgata	b	p	w	s	us	s	1	o	fsf,fsg	NA	NA
Morella_humilis	o	p	p	b	es	s	1	o	u	NA	NA
Morella_quercifolia	o	p	p	b	es	s	1	o	u	NA	NA
Morella_serrata	o	p	p	b	es	s	1	o	u	NA	NA
Morella_sp1	o	p	u	u	es	s	1	o	u	NA	NA
Muraltia_acipetala	e	p	m	s	s	s	2	le	fsg	NA	NA
Muraltia_brachypetala	e	p	m	s	es	s	1	le	fsg	NA	NA
Muraltia_demissa	e	p	m	s	s	s	2	le	fsg	NA	NA
Muraltia_diabolica	e	p	m	es	s	s	2	le	fsg	NA	NA
Muraltia_divaricata	e	p	m	s	s	s	2	re	fsg	NA	NA
Muraltia_heisteria	e	p	m	s	s	s	2	re	fsg	NA	NA
Muraltia_orbicularis	e	p	m	s	s	s	2	le	fsg	NA	NA
Muraltia_satureioides	e	p	m	s	s	s	2	re	fsg	NA	NA
Muraltia_sp5	e	p	m	u	u	s	2	u	fsg	NA	NA
Muraltia_sp6	e	p	m	u	u	s	2	u	fsg	NA	NA
Muraltia_stipulacea	e	p	m	s	s	s	2	le	fsg	NA	NA
Muraltia_thunbergii	e	p	m	s	s	s	2	re	fsg	VAM	NA
Myoporum_tenuifolium	t	p	v	b	es	b	2	e	n	NA	NA
Myrsine_africana	t	p	v	b	es	s	1	o	n	NA	NA
Nanobubon_strictum	o	p	p	s	es	s	1	re	u	NA	NA
Nemesia_affinis	h	a	p	s	s	s	1	o	u	VAM	NA
Nemesia_barbata	h	a	p	s	s	s	1	re	n	NA	NA
Nemesia_lucida	h	a	p	s	s	s	1	re	n	NA	NA
Nemesia_sp2	h	a	p	u	s	s	1	u	n	NA	NA
Nemesia_sp3	h	a	p	u	s	s	1	u	n	NA	NA
Nemesia_sp5	h	a	p	u	s	s	1	u	n	NA	NA
Nemesia_versicolor	h	a	p	s	s	s	1	re	n	NA	NA
Notobubon_ferulaceum	h	p	w	b	s	s	2	o	u	NA	NA
Notobubon_galbanum	h	p	w	b	s	s	2	re	u	NA	NA
Notobubon_striatum	h	p	w	b	s	s	2	re	u	NA	NA
Notobubon_tenuifolium	h	p	w	b	s	b	2	re	u	NA	NA
Nylandtia_spinosa	e	p	v	b	es	s	1	o	n	NA	NA
Oedera_capensis	h	p	w	s	s	s	2	re	fsg	NA	NA
Oedera_imbricata	h	p	w	s	s	s	2	o	fsg	VAM	NA
Oenothera_nocturna	h	b	p	s	s	s	1	e	n	NA	1
Oftia_africana	h	p	v	b	s	s	2	re	u	NA	NA
Oftia_glabra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olea_capensis	t	p	v	b	es	b	2	o	n	ENDO	NA
Olea_europaea	t	p	v	b	es	b	2	o	n	NA	NA
Olea_exasperata	t	p	v	b	es	s	1	o	n	NA	NA
Orchid_sp8	b	p	u	u	us	s	1	u	fsg	NA	NA
Ornithogalum_hispidum	b	p	w	s	us	s	1	o	u	NA	NA
Ornithogalum_sp2	b	p	w	u	us	s	1	u	u	NA	NA
Ornithogalum_thyrsoides	b	p	w	s	us	s	1	o	u	VAM	NA
Osmitopsis_asteriscoides	h	p	w	b	s	s	2	re	u	NA	NA
Osmitopsis_dentata	h	p	m	b	s	s	2	le	fsg	NA	NA
Osteospermum_ciliatum	h	p	m	b	s	s	2	re	fsg	NA	NA
Osteospermum_polygaloides	h	p	m	b	s	s	2	o	fsg	NA	NA
Otholobium_fruticans	h	p	p	b	es	s	1	o	fsg	VAM	NA
Othonna_arborescens	h	p	w	b	es	s	2	re	fsg	NA	NA
Othonna_coronopifolia	h	p	w	b	s	s	2	re	fsg	NA	NA
Othonna_digitata	b	p	w	b	us	s	1	o	fsg	VAM	NA
Othonna_filicaulis	b	p	w	b	us	s	1	o	fsg	VAM	NA
Othonna_quinquedentata	h	p	w	s	s	s	2	re	fsg	NA	NA
Othonna_sp1	h	p	u	u	s	s	u	u	fsg	NA	NA
Othonna_stenophylla	b	p	w	s	us	s	1	re	fsg	VAM	NA
Oxalis_luteola	h	p	p	s	us	s	1	re	u	NA	NA
Oxalis_pes.caprae	h	p	p	s	us	s	1	o	u	NA	NA
Oxalis_polyphylla	h	p	p	s	us	s	1	re	u	NA	NA
Oxalis_purpurea	h	p	p	s	us	s	1	re	u	NA	NA
Oxalis_sp18	h	p	p	s	us	s	1	u	u	NA	NA
Oxalis_versicolor	h	p	p	s	us	s	1	re	u	NA	NA
Paraserianthes_lophantha	t	p	v	b	s	b	2	e	fsg	NA	1
Paspalum_distichum	g	p	w	s	s	s	2	e	u	NA	1
Passerina_corymbosa	e	p	p	s	s	b	2	o	n	VAM	NA
Passerina_paleacea	e	p	p	s	s	b	2	re	n	NA	NA
Passerina_rigida	e	p	p	s	s	b	2	o	n	NA	NA
Passerina_sp1	e	p	u	u	s	b	2	u	n	NA	NA
Pelargonium_alatum	NA	NA	NA	NA	NA	NA	NA	NA	fsg	NA	NA
Pelargonium_betulinum	h	p	w	s	s	s	2	re	fsg	NA	NA
Pelargonium_capitatum	h	a	w	b	s	s	1	o	fsg	NA	NA
Pelargonium_chamaedryfolium	h	a	w	s	s	s	1	re	fsg	NA	NA
Pelargonium_cucullatum	h	p	w	b	es	b	2	re	fsg	NA	NA
Pelargonium_elongatum	h	a	w	b	s	s	1	re	fsg	VAM	NA
Pelargonium_grossularioides	h	p	w	s	s	s	1	o	fsg	NA	NA
Pelargonium_longifolium	b	p	w	s	us	s	1	re	fsg	NA	NA
Pelargonium_myrrhifolium	b	p	w	b	us	s	1	o	fsg	NA	NA
Pelargonium_peltatum	h	p	w	s	s	s	2	o	fsg	NA	NA
Pelargonium_pinnatum	h	p	w	s	us	s	1	re	fsg	NA	NA
Pelargonium_quercifolium	h	p	w	b	s	s	1	re	fsg	NA	NA
Pelargonium_sp3	h	u	w	u	s	s	u	u	fsg	NA	NA
Pelargonium_sp4	h	u	w	u	s	s	u	u	fsg	NA	NA
Pelargonium_tabulare	h	a	w	b	s	s	1	re	fsg	NA	NA
Pelargonium_triste	b	p	w	s	us	s	1	o	fsg	VAM	NA
Pelargonium_undulatum	b	p	w	s	us	s	1	re	fsg	NA	NA
Pellaea_calomelanos	o	p	w	s	es	s	1	o	n	NA	NA
Penaea_cneorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Penaea_mucronata	h	p	m	b	es	s	1	re	fsg	NA	NA
Pennisetum_clandestinum	g	p	w	s	us	s	1	e	u	NA	1
Pennisetum_macrourum	g	p	w	s	us	b	1	o	fsf,fsg	NA	NA
Pentameris_aristidoides	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pentameris_barbata	g	p	w	s	es	s	2	re	fsf,fsg	NA	NA
Pentameris_macrocalycina	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pentameris_malouinensis	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pentameris_rigidissima	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pentaschistis_airoides	g	a	w	s	s	s	1	o	fsf,fsg	NA	NA
Pentaschistis_ampla	g	p	w	s	es	s	1	o	fsf,fsg	NA	NA
Pentaschistis_argentea	g	p	w	s	us	s	1	re	fsf,fsg	NA	NA
Pentaschistis_aristidoides	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pentaschistis_barbata	g	p	w	s	s	s	1	re	fsf,fsg	NA	NA
Pentaschistis_calcicola	g	p	w	s	s	s	2	re	fsf,fsg	NA	NA
Pentaschistis_colorata	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pentaschistis_curvifolia	g	p	w	s	es	s	1	o	fsf,fsg	NA	NA
Pentaschistis_eriostoma	g	p	w	s	es	s	1	o	fsf,fsg	NA	NA
Pentaschistis_malouinensis	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pentaschistis_pallescens	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pentaschistis_pallida	g	p	w	s	es	s	1	o	fsf,fsg	NA	NA
Pentaschistis_papillosa	g	p	w	s	s	s	1	re	fsf,fsg	NA	NA
Pentaschistis_rigidissima	g	p	w	s	es	s	1	re	fsf,fsg	NA	NA
Pentaschistis_sp6	g	u	u	u	s	s	1	u	fsf,fsg	NA	NA
Persicaria_decipiens	h	p	u	u	s	s	2	o	n	NA	NA
Petalacte_coronata	h	p	w	s	s	s	2	e	fsg	VAM	NA
Petrorhagia_prolifera	h	p	p	s	s	s	2	e	u	NA	1
Peucedanum_sp2	h	p	u	u	s	s	2	o	u	NA	NA
Pharnaceum_elongatum	h	p	p	s	s	s	2	o	fsg	NA	NA
Pharnaceum_lineare	h	p	p	s	s	s	2	re	fsg	NA	NA
Phylica_buxifolia	o	p	m	b	s	b	3	re	fsg	NA	NA
Phylica_dioica	o	p	m	b	es	s	2	re	fsg	NA	NA
Phylica_ericoides	e	p	p	s	s	s	2	re	fsg	VAM	NA
Phylica_filiformis	NA	NA	NA	NA	NA	NA	NA	NA	fsg	NA	NA
Phylica_imberbis	e	p	m	b	es	s	1	re	fsg	NA	NA
Phylica_parviflora	e	p	p	s	s	s	2	re	fsg	NA	NA
Phylica_plumosa	e	p	m	b	s	s	2	re	fsg	VAM	NA
Phylica_pubescens	e	p	m	b	s	s	2	re	fsg	NA	NA
Phylica_sp4	e	p	m	b	s	s	2	u	fsg	NA	NA
Phyllobolus_canaliculatus	h	p	p	s	us	s	2	re	fsg	NA	NA
Phyllopodium_sp1	h	a	u	u	s	s	1	o	u	NA	NA
Physalis_viscosa	h	p	v	b	s	s	2	e	n	NA	1
Phytolacca_octandra	t	p	v	b	s	s	2	e	n	NA	1
Phytolacca_sp1	t	p	v	b	s	b	2	e	n	NA	1
Pinus_pinaster	t	p	p	b	s	b	3	e	n	NA	1
Pinus_pinea	t	p	p	b	s	b	3	e	n	NA	1
Pinus_radiata	t	p	p	b	s	b	3	e	n	NA	1
Pinus_sp2	t	p	p	b	s	b	3	e	n	NA	1
Pittosporum_undulatum	t	p	v	b	es	b	3	e	n	NA	1
Plantago_lanceolata	h	p	p	s	s	s	2	e	n	NA	1
Plantago_remota	h	p	p	s	s	s	2	o	n	NA	NA
Platycaulos_compressus	g	p	p	s	s	s	3	re	fsg	NA	NA
Platycaulos_major	g	p	p	s	s	s	3	re	fsg	NA	NA
Poaceae_sp1	g	u	u	u	u	s	1	u	u	NA	NA
Poaceae_sp2	g	u	u	u	u	s	1	u	u	NA	NA
Poaceae_sp3	g	u	u	u	u	s	1	u	u	NA	NA
Poagrostis_pusilla	g	NA	NA	NA	s	s	1	re	n	NA	NA
Podalyria_argentea	h	p	m	b	es	s	1	re	fsg	NA	NA
Podalyria_biflora	h	p	m	b	es	s	1	re	fsg	NA	NA
