id	site	plot	species	value	old_name	habitat	veg	aliens	alititude	soil
678	13	13.1	Lobostomon_fruticosus	1		granite_fynbos	fynbos	cleared	low	granite
679	13	13.1	Merxmuellera_stricta	1		granite_fynbos	fynbos	cleared	low	granite
680	13	13.1	metalasia_muricata	1		granite_fynbos	fynbos	cleared	low	granite
681	13	13.1	Micranthus_alopecuroides	1		granite_fynbos	fynbos	cleared	low	granite
682	13	13.1	Montinia_caryophyllacea	1		granite_fynbos	fynbos	cleared	low	granite
683	13	13.1	Muraltia__heisteria	1	Muraltia_sp_2007/138	granite_fynbos	fynbos	cleared	low	granite
684	13	13.1	Oxalis_sp	1		granite_fynbos	fynbos	cleared	low	granite
685	13	13.1	Pelargonium_triste	1		granite_fynbos	fynbos	cleared	low	granite
686	13	13.1	Pseudoselago_spuria	1		granite_fynbos	fynbos	cleared	low	granite
687	13	13.1	Rhus_lucida	1		granite_fynbos	fynbos	cleared	low	granite
688	13	13.1	Rhus_rosmarinifolia	1		granite_fynbos	fynbos	cleared	low	granite
689	13	13.1	Rhus_tomentosa	1		granite_fynbos	fynbos	cleared	low	granite
690	13	13.1	Senecio_pterophorus	1		granite_fynbos	fynbos	cleared	low	granite
691	13	13.1	Senecio_pubigeris	1		granite_fynbos	fynbos	cleared	low	granite
692	13	13.1	Sonchus_oleraceus	1		granite_fynbos	fynbos	cleared	low	granite
693	13	13.1	Stoebe_cinerea	1		granite_fynbos	fynbos	cleared	low	granite
694	13	13.1	Themeda_triandra	1		granite_fynbos	fynbos	cleared	low	granite
695	13	13.1	Tribolium_uniolae	1		granite_fynbos	fynbos	cleared	low	granite
696	13	13.1	Watsonia_borbonica	1		granite_fynbos	fynbos	cleared	low	granite
697	13	13.1	Hibiscus_aethiopicus	1		granite_fynbos	fynbos	cleared	low	granite
698	13	13.2	Berkheya_barbata	1		granite_fynbos	fynbos	cleared	low	granite
699	13	13.2	Bobartia_indica	1		granite_fynbos	fynbos	cleared	low	granite
700	13	13.2	Chrysocoma_coma-aurea	1		granite_fynbos	fynbos	cleared	low	granite
701	13	13.2	Cliffortia_filifolia	1		granite_fynbos	fynbos	cleared	low	granite
702	13	13.2	Dimorphotheca_nudicaulis	1		granite_fynbos	fynbos	cleared	low	granite
703	13	13.2	Erica_plukenetii	1		granite_fynbos	fynbos	cleared	low	granite
704	13	13.2	Indigofera_mauritanica	1		granite_fynbos	fynbos	cleared	low	granite
705	13	13.2	Koelaria_capensis	1		granite_fynbos	fynbos	cleared	low	granite
706	13	13.2	Morea_bituminosa	1		granite_fynbos	fynbos	cleared	low	granite
707	13	13.2	Osteospermum_ciliatum	1	Osteospermum_2007/139	granite_fynbos	fynbos	cleared	low	granite
708	13	13.2	Plantago_lanceolata	1		granite_fynbos	fynbos	cleared	low	granite
709	13	13.2	Tetraria_exilis	1	Tetraria_cuspidata_2007/142	granite_fynbos	fynbos	cleared	low	granite
710	13	13.2	Tritoniopsis	1		granite_fynbos	fynbos	cleared	low	granite
	13	13.2	Centella_affinis	1	Centella_2007/140	granite_fynbos	fynbos	cleared	low	granite
711	13	13.3	Corymbium_africanum	1		granite_fynbos	fynbos	cleared	low	granite
712	13	13.3	Gnidia_juniperifolia	1		granite_fynbos	fynbos	cleared	low	granite
713	13	13.3	Ischyrolepis_capensis	1		granite_fynbos	fynbos	cleared	low	granite
714	13	13.3	Ruschia_promontorii	1	Mesem_sp_2007/147	granite_fynbos	fynbos	cleared	low	granite
715	13	13.3	Pteronia_hirsuta	1	Pteronia_hirsuta_2007/143	granite_fynbos	fynbos	cleared	low	granite
716	13	13.3	Selago_corymbosa	1		granite_fynbos	fynbos	cleared	low	granite
717	13	13.3	Senecio_triqueter	1		granite_fynbos	fynbos	cleared	low	granite
718	13	13.3	Tetraria_sylvatica	1	Tetraria_cf_sylvatica_2007/141	granite_fynbos	fynbos	cleared	low	granite
719	13	13.3	Tetraria_tall_2007/134_	1		granite_fynbos	fynbos	cleared	low	granite
720	13	13.3	Thesium_funale	1		granite_fynbos	fynbos	cleared	low	granite
721	13	13.3	Ursinia_dentata	1	Ursinia_sp_2007/144	granite_fynbos	fynbos	cleared	low	granite
722	13	13.3	Pentaschistis_curvifolia	1		granite_fynbos	fynbos	cleared	low	granite
	13	13.3	Protea_nitida	1		granite_fynbos	fynbos	cleared	low	granite
	13	13.3	Ficinia_capillifolia	1	Ficinia_2007/145	granite_fynbos	fynbos	cleared	low	granite
723	13	13.4	Avena_seteva	1		granite_fynbos	fynbos	cleared	low	granite
724	13	13.4	Cyanella_hyacinthoides	1		granite_fynbos	fynbos	cleared	low	granite
725	13	13.4	Diospyros_glabra	1		granite_fynbos	fynbos	cleared	low	granite
726	13	13.4	Hordium_catharticum	1		granite_fynbos	fynbos	cleared	low	granite
727	13	13.4	Kiggelaria_africana	1		granite_fynbos	fynbos	cleared	low	granite
728	13	13.4	Pelargonium_myrrhifolium	1		granite_fynbos	fynbos	cleared	low	granite
729	13	13.4	Pelargonium_tabulare	1		granite_fynbos	fynbos	cleared	low	granite
730	13	13.4	Rhus_laevigata	1		granite_fynbos	fynbos	cleared	low	granite
731	13	13.4	Tarchonanthus_camphoratus	1		granite_fynbos	fynbos	cleared	low	granite
732	13	13.5	Diosma_hirsuta	1		granite_fynbos	fynbos	cleared	low	granite
733	13	13.5	Gymnosporia_buxifolia	1		granite_fynbos	fynbos	cleared	low	granite
734	13	13.5	Olea_europea	1		granite_fynbos	fynbos	cleared	low	granite
735	13	13.5	Pentaschitis_barbata	1		granite_fynbos	fynbos	cleared	low	granite
736	13	13.6	Disparago_ericoides	1		granite_fynbos	fynbos	cleared	low	granite
737	13	13.6	Eragrostis_curvula	1		granite_fynbos	fynbos	cleared	low	granite
738	13	13.6	Felicia_filifolia	1		granite_fynbos	fynbos	cleared	low	granite
739	13	13.6	Gnidia_parviflora	1		granite_fynbos	fynbos	cleared	low	granite
740	13	13.6	Merxmuellera_rufa	1		granite_fynbos	fynbos	cleared	low	granite
741	13	13.6	Therianthus_bracteolus	1		granite_fynbos	fynbos	cleared	low	granite
742	13	13.6	Trachyandra_sp	1		granite_fynbos	fynbos	cleared	low	granite
743	14	14.1	Acacia_saligna	1		granite_fynbos	fynbos	no	low	granite
744	14	14.1	Agathosma_imbricata	1	Agathosma_cf_imbricata_2007/152	granite_fynbos	fynbos	no	low	granite
745	14	14.1	Anthospermum_aethiopicum	1		granite_fynbos	fynbos	no	low	granite
746	14	14.1	Apiaceae_sp_2007/149	1		granite_fynbos	fynbos	no	low	granite
747	14	14.1	Argyrolobium_lanceolatum	1	Argirolobium_filiformis_2007/151	granite_fynbos	fynbos	no	low	granite
748	14	14.1	Berkheya_armata	1		granite_fynbos	fynbos	no	low	granite
749	14	14.1	Berkheya_barbata	1		granite_fynbos	fynbos	no	low	granite
750	14	14.1	Bobartia_gladiata	1		granite_fynbos	fynbos	no	low	granite
751	14	14.1	Brunia_noduliflora	1		granite_fynbos	fynbos	no	low	granite
752	14	14.1	Cassytha_ciliolata	1		granite_fynbos	fynbos	no	low	granite
753	14	14.1	Centella_affinis	1		granite_fynbos	fynbos	no	low	granite
754	14	14.1	chrysanthemoides_monolifera	1		granite_fynbos	fynbos	no	low	granite
755	14	14.1	Cliffortia_filifolia	1		granite_fynbos	fynbos	no	low	granite
756	14	14.1	Corymbium_enerve_	1		granite_fynbos	fynbos	no	low	granite
757	14	14.1	Cymbopogon_marginatus	1		granite_fynbos	fynbos	no	low	granite
758	14	14.1	Dimorphotheca_nudicaulis	1		granite_fynbos	fynbos	no	low	granite
759	14	14.1	Diosma_hirsuta	1		granite_fynbos	fynbos	no	low	granite
760	14	14.1	Disparago_anomala	1	Disparago_ericoides_2007/154	granite_fynbos	fynbos	no	low	granite
761	14	14.1	Elegia_juncea	1		granite_fynbos	fynbos	no	low	granite
762	14	14.1	Elytropappus_scaber	1		granite_fynbos	fynbos	no	low	granite
763	14	14.1	Erica_nudiflora	1		granite_fynbos	fynbos	no	low	granite
764	14	14.1	Erica_plukenetii	1		granite_fynbos	fynbos	no	low	granite
765	14	14.1	Euryops_abrotanifolius	1		granite_fynbos	fynbos	no	low	granite
766	14	14.1	Mohria_caffrorum	1	Fern_sp_2007/146	granite_fynbos	fynbos	no	low	granite
767	14	14.1	Ficinia_oligantha	1		granite_fynbos	fynbos	no	low	granite
768	14	14.1	Gnidia_juniperifolia	1		granite_fynbos	fynbos	no	low	granite
769	14	14.1	Helichrysum_nudifolium	1		granite_fynbos	fynbos	no	low	granite
770	14	14.1	hypodiscus_albo-aristatus	1		granite_fynbos	fynbos	no	low	granite
771	14	14.1	Indigofera_mauritanica	1		granite_fynbos	fynbos	no	low	granite
772	14	14.1	indigofera_sp	1		granite_fynbos	fynbos	no	low	granite
773	14	14.1	Ischyrolepis_gaudichandiana	1		granite_fynbos	fynbos	no	low	granite
774	14	14.1	Ischyrolepis_sieberii	1		granite_fynbos	fynbos	no	low	granite
775	14	14.1	Leucadendron_salignum	1		granite_fynbos	fynbos	no	low	granite
776	14	14.1	Leucadendron_xanthoconas	1		granite_fynbos	fynbos	no	low	granite
777	14	14.1	Lichtensteinia_lacera	1		granite_fynbos	fynbos	no	low	granite
778	14	14.1	Lobostomon_fruticosus	1	Lobostomon_sp_2007/136	granite_fynbos	fynbos	no	low	granite
779	14	14.1	Merxmuellera_rufa	1		granite_fynbos	fynbos	no	low	granite
780	14	14.1	Microdon_dubius_	1		granite_fynbos	fynbos	no	low	granite
781	14	14.1	Montinia_caryophyllacea	1		granite_fynbos	fynbos	no	low	granite
782	14	14.1	Muraltia__heisteria	1	Muraltia_sp_2007/138	granite_fynbos	fynbos	no	low	granite
783	14	14.1	Osmitopsis_dentata	1		granite_fynbos	fynbos	no	low	granite
784	14	14.1	Osteospermum_ciliatum	1	Osteospermum_sp_2007/140	granite_fynbos	fynbos	no	low	granite
785	14	14.1	Otholobium_fruiticans	1		granite_fynbos	fynbos	no	low	granite
786	14	14.1	Penea_mucronata	1		granite_fynbos	fynbos	no	low	granite
787	14	14.1	Pentaschistis_curvifolia	1		granite_fynbos	fynbos	no	low	granite
788	14	14.1	Peucadanum_ferulaceum	1		granite_fynbos	fynbos	no	low	granite
789	14	14.1	Protea_acaulos	1		granite_fynbos	fynbos	no	low	granite
790	14	14.1	protea_nitida	1		granite_fynbos	fynbos	no	low	granite
791	14	14.1	Restio_filiformis	1	Restio_sp_2007/150	granite_fynbos	fynbos	no	low	granite
792	14	14.1	Rhus_lucida	1		granite_fynbos	fynbos	no	low	granite
793	14	14.1	Rhus_rosmarinifolia	1		granite_fynbos	fynbos	no	low	granite
794	14	14.1	Rhus_tomentosa	1		granite_fynbos	fynbos	no	low	granite
795	14	14.1	Senecio_pinifolia	1		granite_fynbos	fynbos	no	low	granite
796	14	14.1	Stoebe_cinerea	1		granite_fynbos	fynbos	no	low	granite
797	14	14.1	Syncarpha_gnaphaloides	1		granite_fynbos	fynbos	no	low	granite
798	14	14.1	Tetraria_bramoides	1		granite_fynbos	fynbos	no	low	granite
799	14	14.1	Tetraria_cuspidata	1		granite_fynbos	fynbos	no	low	granite
800	14	14.1	Tetraria_fasciata	1		granite_fynbos	fynbos	no	low	granite
801	14	14.1	Thamnochortus_gracilus	1		granite_fynbos	fynbos	no	low	granite
802	14	14.1	Tritoniopsis_anthoriza	1		granite_fynbos	fynbos	no	low	granite
803	14	14.1	Ursinia_dentata	1		granite_fynbos	fynbos	no	low	granite
804	14	14.1	Watsonia_borbonica	1		granite_fynbos	fynbos	no	low	granite
805	14	14.1	Widdringtonia_nodiflora	1		granite_fynbos	fynbos	no	low	granite
806	14	14.1	Scabiosa_columbaria	1		granite_fynbos	fynbos	no	low	granite
807	14	14.2	Lobelia_pinifolia	1		granite_fynbos	fynbos	no	low	granite
808	14	14.2	metalasia_muricata	1		granite_fynbos	fynbos	no	low	granite
809	14	14.2	Protea_lepidocarpodendron	1		granite_fynbos	fynbos	no	low	granite
810	14	14.2	Struthiola_dodecandra	1		granite_fynbos	fynbos	no	low	granite
811	14	14.2	Erica_coccinea	1		granite_fynbos	fynbos	no	low	granite
812	14	14.2	Erica_mucronata	1		granite_fynbos	fynbos	no	low	granite
813	14	14.2	Prinzia_aromatica	1		granite_fynbos	fynbos	no	low	granite
814	14	14.3	Asparagus_rubicundus	1		granite_fynbos	fynbos	no	low	granite
815	14	14.3	Merxmuellera_stricta	1		granite_fynbos	fynbos	no	low	granite
816	14	14.3	Gerbera_crocea	1		granite_fynbos	fynbos	no	low	granite
817	14	14.3	Struthiola_sp	1		granite_fynbos	fynbos	no	low	granite
818	14	14.3	Tritoniopsis	1		granite_fynbos	fynbos	no	low	granite
819	14	14.4	Pseudoselago_spuria	1		granite_fynbos	fynbos	no	low	granite
820	14	14.4	Micranthus_alopecuroides	1		granite_fynbos	fynbos	no	low	granite
821	14	14.4	Tetraria_cuspidata	1	Tetraria_cuspidata_2007/155	granite_fynbos	fynbos	no	low	granite
822	14	14.5	Corymbium_africanum	1		granite_fynbos	fynbos	no	low	granite
823	14	14.5	Stoebe_fusca	1		granite_fynbos	fynbos	no	low	granite
824	14	14.5	Thesium_funale	1		granite_fynbos	fynbos	no	low	granite
825	14	14.6	Bobartia_indica	1		granite_fynbos	fynbos	no	low	granite
826	14	14.6	Cassine_peragua	1		granite_fynbos	fynbos	no	low	granite
828	14	14.6	Peucadanum_sp_2007/155	1		granite_fynbos	fynbos	no	low	granite
829	14	14.6	Thunbergiella_filiformis	1		granite_fynbos	fynbos	no	low	granite
830	14	14.6	Pelargonium_myrrhifolium	1		granite_fynbos	fynbos	no	low	granite
831	14	14.6	Pentaschistis_pallescens	1		granite_fynbos	fynbos	no	low	granite
832	14	14.6	Thesium_strictum	1		granite_fynbos	fynbos	no	low	granite
	14	14.6	Selago_scabrida	1	selago_sp_2007/156	granite_fynbos	fynbos	no	low	granite
	14	14.6	Osteospermum_ciliatum	1	Osteospermum_sp_2007/137	granite_fynbos	fynbos	no	low	granite
833	15	15.1	Acacia_saligna	1		granite_fynbos	fynbos	yes	low	granite
834	15	15.1	Berkheya_barbata	1		granite_fynbos	fynbos	yes	low	granite
835	15	15.1	Baeometra_uniflora	1		granite_fynbos	fynbos	yes	low	granite
836	15	15.1	Bobartia_indica	1		granite_fynbos	fynbos	yes	low	granite
837	15	15.1	Briza_maxima	1		granite_fynbos	fynbos	yes	low	granite
838	15	15.1	Cyanella_hyacinthoides	1		granite_fynbos	fynbos	yes	low	granite
839	15	15.1	Erica_nudiflora	1		granite_fynbos	fynbos	yes	low	granite
840	15	15.1	Ficinia_brevifolia	1		granite_fynbos	fynbos	yes	low	granite
841	15	15.1	Ficinia_tristachya	1	Ficinia_sp_2007/158	granite_fynbos	fynbos	yes	low	granite
842	15	15.1	Gnidia_juniperifolia	1		granite_fynbos	fynbos	yes	low	granite
843	15	15.1	Helichrysum_cymosum	1		granite_fynbos	fynbos	yes	low	granite
844	15	15.1	Leptospermum_laevigatum	1		granite_fynbos	fynbos	yes	low	granite
845	15	15.1	Merxmulera_stricta	1		granite_fynbos	fynbos	yes	low	granite
846	15	15.1	metalasia_muricata	1		granite_fynbos	fynbos	yes	low	granite
847	15	15.1	Morea_sp_2007/157	1		granite_fynbos	fynbos	yes	low	granite
848	15	15.1	Osyris_compressa	1		granite_fynbos	fynbos	yes	low	granite
849	15	15.1	Oxalis_versicolor	1		granite_fynbos	fynbos	yes	low	granite
850	15	15.1	Pentaschistis_barbata	1		granite_fynbos	fynbos	yes	low	granite
851	15	15.1	Phylica_imberbis	1		granite_fynbos	fynbos	yes	low	granite
852	15	15.1	Pinus_pinaster	1		granite_fynbos	fynbos	yes	low	granite
853	15	15.1	Pteronia_hirsuta	1		granite_fynbos	fynbos	yes	low	granite
854	15	15.1	Rhus_lucida	1		granite_fynbos	fynbos	yes	low	granite
855	15	15.1	Rhus_tomentosa	1		granite_fynbos	fynbos	yes	low	granite
856	15	15.1	Senecio_pterophorus	1		granite_fynbos	fynbos	yes	low	granite
857	15	15.1	Stoebe_cinerea	1		granite_fynbos	fynbos	yes	low	granite
858	15	15.1	Tribolium_hispidum	1		granite_fynbos	fynbos	yes	low	granite
859	15	15.1	Tribolium_uniolae	1		granite_fynbos	fynbos	yes	low	granite
860	15	15.1	Tritoniopsis_triticea	1		granite_fynbos	fynbos	yes	low	granite
861	15	15.1	Wachendorfia_paniculata	1		granite_fynbos	fynbos	yes	low	granite
862	15	15.1	Watsonia_borbonica	1		granite_fynbos	fynbos	yes	low	granite
863	15	15.1	Sonchus_oleraceus	1		granite_fynbos	fynbos	yes	low	granite
864	15	15.2	Anthospermum_aethiopicum	1		granite_fynbos	fynbos	yes	low	granite
865	15	15.2	Ficinia_oligantha	1		granite_fynbos	fynbos	yes	low	granite
866	15	15.2	Leptospermum_laevigatum	1		granite_fynbos	fynbos	yes	low	granite
867	15	15.2	Lichtensteinia_lacera	1		granite_fynbos	fynbos	yes	low	granite
868	15	15.2	Oxalis_pescapri	1		granite_fynbos	fynbos	yes	low	granite
869	15	15.2	Pentaschistis_airoides	1		granite_fynbos	fynbos	yes	low	granite
870	15	15.2	Walenbergia_obovata	1		granite_fynbos	fynbos	yes	low	granite
871	15	15.2	Kiggelaria_africana	1		granite_fynbos	fynbos	yes	low	granite
872	15	15.2	Montinia_caryophyllacea	1		granite_fynbos	fynbos	yes	low	granite
873	15	15.3	Avena_seteva	1		granite_fynbos	fynbos	yes	low	granite
874	15	15.3	Cyphia_bulbosa	1		granite_fynbos	fynbos	yes	low	granite
875	15	15.3	Elytropappus_scaber	1		granite_fynbos	fynbos	yes	low	granite
876	15	15.3	Erepsia_bracteata	1		granite_fynbos	fynbos	yes	low	granite
877	15	15.3	Eucalyptus_(blue_gum)	1		granite_fynbos	fynbos	yes	low	granite
878	15	15.3	Hermanthus_coxineus	1		granite_fynbos	fynbos	yes	low	granite
879	15	15.3	Hypodiscus_radiata	1		granite_fynbos	fynbos	yes	low	granite
880	15	15.3	Ischyrolepis_capensis	1		granite_fynbos	fynbos	yes	low	granite
881	15	15.3	Ischyrolepis_sieberii	1		granite_fynbos	fynbos	yes	low	granite
882	15	15.3	Micranthus_alopecuroides	1		granite_fynbos	fynbos	yes	low	granite
883	15	15.3	Roella_cilliata	1		granite_fynbos	fynbos	yes	low	granite
884	15	15.3	Passerina_corymbosa	1		granite_fynbos	fynbos	yes	low	granite
885	15	15.3	Struthiola_cilliata	1		granite_fynbos	fynbos	yes	low	granite
886	15	15.4	Lobelia_echinoides	1		granite_fynbos	fynbos	yes	low	granite
887	15	15.4	Picris_echiodes	1		granite_fynbos	fynbos	yes	low	granite
888	15	15.5	Asparagus_rubicundus	1		granite_fynbos	fynbos	yes	low	granite
889	15	15.5	Erica_baccans	1		granite_fynbos	fynbos	yes	low	granite
890	15	15.5	Oxalis_pescapri	1		granite_fynbos	fynbos	yes	low	granite
891	15	15.5	Rhus_lucida	1		granite_fynbos	fynbos	yes	low	granite
892	15	15.5	Trachyandra_hirsuta	1	Trachyandra_sp_2007/159	granite_fynbos	fynbos	yes	low	granite
893	15	15.5	Watsonia_borbonica	1		granite_fynbos	fynbos	yes	low	granite
894	15	15.6	Anagellis_arvensis	1		granite_fynbos	fynbos	yes	low	granite
895	15	15.6	Athanasia_crithmifolia	1		granite_fynbos	fynbos	yes	low	granite
896	15	15.6	Berkheya_barbata	1		granite_fynbos	fynbos	yes	low	granite
897	15	15.6	Baeometra_uniflora	1		granite_fynbos	fynbos	yes	low	granite
898	15	15.6	Gnidia_juniperifolia	1		granite_fynbos	fynbos	yes	low	granite
899	15	15.6	Helichrysum_indicum	1		granite_fynbos	fynbos	yes	low	granite
900	15	15.6	Ischyrolepis_sieberii	1		granite_fynbos	fynbos	yes	low	granite
901	15	15.6	Rhus_rosmarinifolia	1		granite_fynbos	fynbos	yes	low	granite
902	15	15.6	Senecio_pubigeris	1		granite_fynbos	fynbos	yes	low	granite
903	15	15.6	Tritoniopsis_triticea	1		granite_fynbos	fynbos	yes	low	granite
904	15	15.6	Lobelia_erinus	1		granite_fynbos	fynbos	yes	low	granite
905	16	16.1	Asparagus_lignosus	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
906	16	16.1	Carpobrotus_edulis	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
907	16	16.1	chrysanthemoides_monolifera	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
908	16	16.1	Chrysocoma_coma-aurea	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
909	16	16.1	Cissampelos_capensis	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
910	16	16.1	Crassula_glomerata	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
911	16	16.1	Ehrharta_villosa	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
912	16	16.1	Euclea_racemosa	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
913	16	16.1	Ficinia_ramosissima	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
914	16	16.1	Helichrysum_pandurifolium	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
915	16	16.1	Hemanthus_coccinous	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
916	16	16.1	Isolepis_marginata	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
917	16	16.1	Passerina_palecea	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
918	16	16.1	Pentaschistis_barbata	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
919	16	16.1	Rhus_glauca	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
920	16	16.1	Rhus_laevigata	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
921	16	16.1	Salvia_africana-lutea	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
922	16	16.1	Senecio_elegans	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
923	16	16.1	sutrea_hispida	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
924	16	16.1	Tetragonia_fruticosa	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
925	16	16.1	Olea_exasperata	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
926	16	16.1	Sutera_hispida	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
927	16	16.2	Acacia_cyclops	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
928	16	16.2	Bromus_pectinatus	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
929	16	16.2	Cynanchum_obtusifolium	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
930	16	16.2	Koelaria_capensis	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
931	16	16.2	Scabiosa_africana	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
932	16	16.2	Silene_cretica	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
933	16	16.2	Solanum_retroflexum	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
934	16	16.3	Cysticapnos_vivicareous	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
935	16	16.3	Ficinia_dunensis	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
936	16	16.3	Rhus_laevigata	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
937	16	16.4	Helichrysum_niveum	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
938	16	16.4	Ischyrolepis_eleocharis	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
939	16	16.4	Manulea_tomentosa	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
940	16	16.4	metalasia_muricata	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
941	16	16.4	Otholobium_fruiticans	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
942	16	16.4	Pelargonium_betulinum	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
943	16	16.4	Dischisma_arenarium	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
944	16	16.4	Gladiolus_sp	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
945	16	16.5	Helichrysum_crispum	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
946	16	16.5	Catapodium_rigidum	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
947	16	16.6	Phylica_ericoides	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
948	16	16.6	Robsonodendron_maritimum	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
949	17	17.1	Bromus_pectinatus	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
950	17	17.1	Carpobrotus_edulis	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
951	17	17.1	chrysanthemoides_monolifera	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
952	17	17.1	Euclea_racemosa	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
953	17	17.1	Ficinia_dunensis	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
954	17	17.1	Helichrysum_niveum	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
955	17	17.1	Manulea_tomentosa	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
956	17	17.1	metalasia_muricata	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
957	17	17.1	Passerina_palecea	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
958	17	17.1	Pennesitum_clandestinum	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
959	17	17.1	Pentaschistis_airoides	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
960	17	17.1	Phylica_ericoides	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
961	17	17.1	Rhus_laevigata	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
962	17	17.1	Senecio_elegans	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
963	17	17.1	Tetragonia_fruticosa	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
964	17	17.1	Tetraria_brachyphylla	1	tetraria_sp_2007/353	Strandveld/thicket_fynbos	fynbos	cleared	low	sand
965	17	17.1	Tribolium_hispidum	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
966	17	17.1	Rhus_glauca	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
967	17	17.2	Acacia_cyclops	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
968	17	17.2	Carpobrotus_edulis	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
969	17	17.2	Helichrysum_indicum	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
970	17	17.3	Albuca_flaccida	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
971	17	17.3	Ehrharta_villosa	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
972	17	17.3	Senecio_pinifolia	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
973	17	17.4	Osyris_compressa	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
974	17	17.5	Cassine_peragua	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
975	17	17.5	chrysanthemoides_monolifera	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
976	17	17.5	Chrysocoma_coma-aurea	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
977	17	17.5	Liparia_tristes	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
978	17	17.5	Salvia_africana-lutea	1		Strandveld/thicket_fynbos	fynbos	cleared	low	sand
979	18	18.1	Brunsvigia_orientalis	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
980	18	18.1	Capnophyllum_macrocarpa	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
981	18	18.1	chrysanthemoides_monolifera	1		Strandveld/thicket_fynbos	fynbos	no	low	sand
982	18	18.1	Crassula_tetragona	1	Crassula_cf_eracoides_2007/195	Strandveld/thicket_fynbos	fynbos	no	low	sand
